QUERY,PRICE_TYPE,TIME_PERIOD,INTENT
What was the volume price comparison between Tesla and Google this year?,volume,ytd,stock_comparison
Compare the high price of Amazon and Google this year.,high,ytd,stock_comparison
Compare the low price of Tesla and Apple this year.,low,ytd,stock_comparison
What was the close price comparison between Amazon and Apple this year?,close,ytd,stock_comparison
Compare the low price of Amazon and Microsoft this year.,low,ytd,stock_comparison
Compare the open price of Facebook and Amazon this year.,open,ytd,stock_comparison
What was the close price comparison between Facebook and Microsoft this year?,close,ytd,stock_comparison
How has Tesla's stock performed over the last year?,current,1y,stock_trend
What was Microsoft's volume price last year?,volume,1y,price_inquiry
What is the volume price of Amazon for last year?,volume,1y,price_inquiry
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
Tell me the high price of Google last year.,high,1y,price_inquiry
Show me the current trend of Google over the last year.,current,1y,stock_trend
How has Tesla's stock performed over the last year?,current,1y,stock_trend
What is the low price of Microsoft for last year?,low,1y,price_inquiry
What was Apple's volume price last year?,volume,1y,price_inquiry
What is the close price of Apple for last year?,close,1y,price_inquiry
Tell me the high price of Google last year.,high,1y,price_inquiry
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
What was Facebook's close price last year?,close,1y,price_inquiry
What has been the stock movement for Apple in the last year?,current,1y,stock_trend
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
Tell me the high price of Microsoft last year.,high,1y,price_inquiry
Show me the current trend of Tesla over the last year.,current,1y,stock_trend
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
Tell me the high price of Tesla last year.,high,1y,price_inquiry
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
What has been the stock movement for Microsoft in the last year?,current,1y,stock_trend
Tell me the high price of Microsoft last year.,high,1y,price_inquiry
What is the high price of Tesla for last year?,high,1y,price_inquiry
Tell me the volume price of Tesla last year.,volume,1y,price_inquiry
Tell me the low price of Tesla last year.,low,1y,price_inquiry
How has Tesla's stock performed over the last year?,current,1y,stock_trend
What was Google's open price last year?,open,1y,price_inquiry
What was Facebook's volume price last year?,volume,1y,price_inquiry
What was Microsoft's volume price last year?,volume,1y,price_inquiry
Tell me the close price of Microsoft last year.,close,1y,price_inquiry
What was Microsoft's low price last year?,low,1y,price_inquiry
Show me the current trend of Microsoft over the last year.,current,1y,stock_trend
Tell me the volume price of Tesla last year.,volume,1y,price_inquiry
What was Tesla's volume price last year?,volume,1y,price_inquiry
Show me the current trend of Apple over the last year.,current,1y,stock_trend
What has been the stock movement for Apple in the last year?,current,1y,stock_trend
What was Microsoft's high price last year?,high,1y,price_inquiry
What was Amazon's high price last year?,high,1y,price_inquiry
Show me the current trend of Google over the last year.,current,1y,stock_trend
What was Google's close price last year?,close,1y,price_inquiry
What is the volume price of Amazon for last year?,volume,1y,price_inquiry
What has been the stock movement for Apple in the last year?,current,1y,stock_trend
What was Google's open price last year?,open,1y,price_inquiry
What is the volume price of Amazon for last year?,volume,1y,price_inquiry
What was Apple's close price last year?,close,1y,price_inquiry
Tell me the close price of Facebook last year.,close,1y,price_inquiry
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
What was Google's open price last year?,open,1y,price_inquiry
Tell me the high price of Tesla last year.,high,1y,price_inquiry
What is the volume price of Google for last year?,volume,1y,price_inquiry
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
Tell me the volume price of Tesla last year.,volume,1y,price_inquiry
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
What was Apple's volume price last year?,volume,1y,price_inquiry
Tell me the low price of Amazon last year.,low,1y,price_inquiry
What has been the stock movement for Apple in the last year?,current,1y,stock_trend
What has been the stock movement for Google in the last year?,current,1y,stock_trend
What was Microsoft's volume price last year?,volume,1y,price_inquiry
What has been the stock movement for Google in the last year?,current,1y,stock_trend
What was Microsoft's volume price last year?,volume,1y,price_inquiry
Show me the current trend of Apple over the last year.,current,1y,stock_trend
How has Facebook's stock performed over the last year?,current,1y,stock_trend
Show me the current trend of Facebook over the last year.,current,1y,stock_trend
Show me the current trend of Facebook over the last year.,current,1y,stock_trend
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
How has Tesla's stock performed over the last year?,current,1y,stock_trend
What was Microsoft's volume price last year?,volume,1y,price_inquiry
What was Apple's volume price last year?,volume,1y,price_inquiry
What was Amazon's close price last year?,close,1y,price_inquiry
Tell me the close price of Microsoft last year.,close,1y,price_inquiry
What has been the stock movement for Microsoft in the last year?,current,1y,stock_trend
Tell me the close price of Microsoft last year.,close,1y,price_inquiry
How has Apple's stock performed over the last year?,current,1y,stock_trend
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
What was Google's open price last year?,open,1y,price_inquiry
What has been the stock movement for Google in the last year?,current,1y,stock_trend
What is the volume price of Amazon for last year?,volume,1y,price_inquiry
What was Amazon's close price last year?,close,1y,price_inquiry
What was Facebook's volume price last year?,volume,1y,price_inquiry
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
What is the high price of Facebook for last year?,high,1y,price_inquiry
Tell me the volume price of Tesla last year.,volume,1y,price_inquiry
How has Microsoft's stock performed over the last year?,current,1y,stock_trend
Show me the current trend of Microsoft over the last year.,current,1y,stock_trend
Tell me the open price of Facebook last year.,open,1y,price_inquiry
Tell me the open price of Facebook last year.,open,1y,price_inquiry
What has been the stock movement for Apple in the last year?,current,1y,stock_trend
Tell me the close price of Facebook last year.,close,1y,price_inquiry
Show me the current trend of Google over the last year.,current,1y,stock_trend
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
Show me the current trend of Tesla over the last year.,current,1y,stock_trend
Tell me the low price of Amazon last year.,low,1y,price_inquiry
What has been the stock movement for Tesla in the last year?,current,1y,stock_trend
Tell me the high price of Amazon last year.,high,1y,price_inquiry
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
What has been the stock movement for Facebook in the last year?,current,1y,stock_trend
What was Amazon's high price last year?,high,1y,price_inquiry
What is the low price of Microsoft for last year?,low,1y,price_inquiry
Tell me the close price of Microsoft last year.,close,1y,price_inquiry
Show me the current trend of Apple over the last year.,current,1y,stock_trend
Show me the current trend of Facebook over the last year.,current,1y,stock_trend
Tell me the low price of Microsoft last year.,low,1y,price_inquiry
How has Tesla's stock performed over the last year?,current,1y,stock_trend
What has been the stock movement for Amazon in the last year?,current,1y,stock_trend
What is the volume price of Amazon for last year?,volume,1y,price_inquiry
Show me the current trend of Tesla over the last year.,current,1y,stock_trend
Show me the current trend of Apple over the last year.,current,1y,stock_trend
